Country,entry,date
Dominican Republic,23283.0,2014-04-01
Ecuador,31452.0,2014-04-01
Israel,33706.0,2014-04-01
Chile,17831.0,2014-04-01
Denmark,29898.0,2014-04-01
Costa Rica,18102.0,2014-04-01
Philippines,29869.0,2014-04-01
New Zealand,22048.0,2014-04-01
Peru,17558.0,2014-04-01
Belgium,35472.0,2014-04-01
Jamaica,15734.0,2014-04-01
Norway,33847.0,2014-04-01
Bahamas,16482.0,2014-04-01
Guatemala,18387.0,2014-04-01
Russia,33563.0,2014-04-01
Honduras,12704.0,2014-04-01
El Salvador,11105.0,2014-04-01
Poland,13655.0,2014-04-01
Austria,21185.0,2014-04-01
Nigeria,13600.0,2014-04-01
Saudi Arabia,11599.0,2014-04-01
Panama,10423.0,2014-04-01
Trinidad And Tobago,11707.0,2014-04-01
Singapore,10255.0,2014-04-01
Turkey,13686.0,2014-04-01
Hong Kong,8686.0,2014-04-01
Portugal,11641.0,2014-04-01
Finland,11722.0,2014-04-01
South Africa,9107.0,2014-04-01
Haiti,8453.0,2014-04-01
Vietnam,5154.0,2014-04-01
United Kingdom,322886.0,2013-04-01
Japan,259288.0,2013-04-01
"China, PRC",113835.0,2013-04-01
South Korea,94652.0,2013-04-01
Brazil,158270.0,2013-04-01
Germany,158087.0,2013-04-01
France,179034.0,2013-04-01
India,75110.0,2013-04-01
Australia,101453.0,2013-04-01
Italy,70288.0,2013-04-01
Argentina,54195.0,2013-04-01
Colombia,45380.0,2013-04-01
Spain,50304.0,2013-04-01
Netherlands,64293.0,2013-04-01
Ireland,26296.0,2013-04-01
Sweden,43379.0,2013-04-01
Venezuela,46733.0,2013-04-01
Taiwan,25279.0,2013-04-01
Switzerland,48982.0,2013-04-01
Dominican Republic,17050.0,2013-04-01
Ecuador,22749.0,2013-04-01
Israel,21547.0,2013-04-01
Chile,17441.0,2013-04-01
Denmark,21344.0,2013-04-01
Costa Rica,12505.0,2013-04-01
Philippines,21385.0,2013-04-01
New Zealand,19895.0,2013-04-01
Peru,16279.0,2013-04-01
Belgium,26376.0,2013-04-01
Jamaica,11273.0,2013-04-01
Norway,21850.0,2013-04-01
Bahamas,14498.0,2013-04-01
Guatemala,13025.0,2013-04-01
Russia,30142.0,2013-04-01
Honduras,9008.0,2013-04-01
El Salvador,7042.0,2013-04-01
Poland,12114.0,2013-04-01
Austria,16045.0,2013-04-01
Nigeria,9219.0,2013-04-01
Saudi Arabia,9205.0,2013-04-01
Panama,10535.0,2013-04-01
Trinidad And Tobago,9530.0,2013-04-01
Singapore,12186.0,2013-04-01
Turkey,14092.0,2013-04-01
Hong Kong,9238.0,2013-04-01
Portugal,7849.0,2013-04-01
Finland,11717.0,2013-04-01
South Africa,8072.0,2013-04-01
Haiti,7224.0,2013-04-01
Vietnam,4556.0,2013-04-01
United Kingdom,316854.0,2012-04-01
Japan,253148.0,2012-04-01
"China, PRC",100429.0,2012-04-01
South Korea,88266.0,2012-04-01
Brazil,136291.0,2012-04-01
Germany,156858.0,2012-04-01
France,179081.0,2012-04-01
India,67265.0,2012-04-01
Australia,88595.0,2012-04-01
Italy,65414.0,2012-04-01
Argentina,53778.0,2012-04-01
Colombia,41817.0,2012-04-01
Spain,51816.0,2012-04-01
Netherlands,57885.0,2012-04-01
Ireland,24663.0,2012-04-01
Sweden,46599.0,2012-04-01
Venezuela,45085.0,2012-04-01
Taiwan,19231.0,2012-04-01
Switzerland,52445.0,2012-04-01
Dominican Republic,20361.0,2012-04-01
Ecuador,17559.0,2012-04-01
Israel,25026.0,2012-04-01
Chile,12798.0,2012-04-01
Denmark,21242.0,2012-04-01
Costa Rica,12643.0,2012-04-01
Philippines,21233.0,2012-04-01
New Zealand,15512.0,2012-04-01
Peru,13272.0,2012-04-01
Belgium,25801.0,2012-04-01
Jamaica,12915.0,2012-04-01
Norway,22300.0,2012-04-01
Bahamas,16253.0,2012-04-01
Guatemala,13759.0,2012-04-01
Russia,22656.0,2012-04-01
Honduras,9472.0,2012-04-01
El Salvador,7603.0,2012-04-01
Poland,10882.0,2012-04-01
Austria,15839.0,2012-04-01
Nigeria,9276.0,2012-04-01
Saudi Arabia,8302.0,2012-04-01
Panama,9667.0,2012-04-01
Trinidad And Tobago,10332.0,2012-04-01
Singapore,12103.0,2012-04-01
Turkey,11105.0,2012-04-01
Hong Kong,9134.0,2012-04-01
Portugal,7607.0,2012-04-01
Finland,11606.0,2012-04-01
South Africa,8317.0,2012-04-01
Haiti,6388.0,2012-04-01
Vietnam,3357.0,2012-04-01
United Kingdom,411838.0,2011-04-01
Japan,200007.0,2011-04-01
"China, PRC",63664.0,2011-04-01
South Korea,74273.0,2011-04-01
Brazil,113377.0,2011-04-01
Germany,175213.0,2011-04-01
France,168938.0,2011-04-01
India,62136.0,2011-04-01
Australia,93730.0,2011-04-01
Italy,64696.0,2011-04-01
Argentina,43604.0,2011-04-01
Colombia,43801.0,2011-04-01
Spain,64409.0,2011-04-01
Netherlands,56290.0,2011-04-01
Ireland,31362.0,2011-04-01
Sweden,49905.0,2011-04-01
Venezuela,42443.0,2011-04-01
Taiwan,16228.0,2011-04-01
Switzerland,51339.0,2011-04-01
Dominican Republic,22007.0,2011-04-01
Ecuador,18732.0,2011-04-01
Israel,30559.0,2011-04-01
Chile,11552.0,2011-04-01
Denmark,28042.0,2011-04-01
Costa Rica,14973.0,2011-04-01
Philippines,22527.0,2011-04-01
New Zealand,15833.0,2011-04-01
Peru,12737.0,2011-04-01
Belgium,29708.0,2011-04-01
Jamaica,13173.0,2011-04-01
Norway,30556.0,2011-04-01
Bahamas,17321.0,2011-04-01
Guatemala,14526.0,2011-04-01
Russia,19595.0,2011-04-01
Honduras,10014.0,2011-04-01
El Salvador,8839.0,2011-04-01
Poland,9253.0,2011-04-01
Austria,17780.0,2011-04-01
Nigeria,6457.0,2011-04-01
Saudi Arabia,6637.0,2011-04-01
Panama,8019.0,2011-04-01
Trinidad And Tobago,10567.0,2011-04-01
Singapore,10999.0,2011-04-01
Turkey,9528.0,2011-04-01
Hong Kong,8832.0,2011-04-01
Portugal,10845.0,2011-04-01
Finland,10912.0,2011-04-01
South Africa,7821.0,2011-04-01
Haiti,6833.0,2011-04-01
Vietnam,2901.0,2011-04-01
United Kingdom,443280.0,2019-05-01
Japan,260788.0,2019-05-01
"China, PRC",254943.0,2019-05-01
South Korea,187309.0,2019-05-01
Germany,186002.0,2019-05-01
Brazil,174676.0,2019-05-01
France,151569.0,2019-05-01
India,200569.0,2019-05-01
Australia,125402.0,2019-05-01
Italy,76047.0,2019-05-01
Spain,67582.0,2019-05-01
Colombia,81747.0,2019-05-01
Argentina,80195.0,2019-05-01
Netherlands,68017.0,2019-05-01
Taiwan,48947.0,2019-05-01
Ireland,44352.0,2019-05-01
Switzerland,41435.0,2019-05-01
Israel,35113.0,2019-05-01
Ecuador,41862.0,2019-05-01
Dominican Republic,36604.0,2019-05-01
Sweden,35450.0,2019-05-01
Chile,37595.0,2019-05-01
Venezuela,31552.0,2019-05-01
Denmark,23181.0,2019-05-01
Peru,33163.0,2019-05-01
Philippines,35732.0,2019-05-01
New Zealand,28646.0,2019-05-01
Costa Rica,23535.0,2019-05-01
Belgium,23344.0,2019-05-01
Jamaica,26553.0,2019-05-01
Bahamas,21871.0,2019-05-01
Norway,18246.0,2019-05-01
Russia,21876.0,2019-05-01
Guatemala,22947.0,2019-05-01
Poland,20016.0,2019-05-01
El Salvador,23615.0,2019-05-01
Austria,18905.0,2019-05-01
Honduras,18758.0,2019-05-01
Panama,16465.0,2019-05-01
Trinidad And Tobago,15101.0,2019-05-01
Singapore,19218.0,2019-05-01
Turkey,16235.0,2019-05-01
Saudi Arabia,12357.0,2019-05-01
Hong Kong,15743.0,2019-05-01
Portugal,11880.0,2019-05-01
Nigeria,13998.0,2019-05-01
Finland,11573.0,2019-05-01
Vietnam,14160.0,2019-05-01
Czech Republic,14218.0,2019-05-01
United Arab Emirates,9827.0,2019-05-01
United Kingdom,414354.0,2018-05-01
Japan,249982.0,2018-05-01
"China, PRC",260403.0,2018-05-01
South Korea,189192.0,2018-05-01
Brazil,187307.0,2018-05-01
Germany,203177.0,2018-05-01
France,153373.0,2018-05-01
India,197535.0,2018-05-01
Australia,126587.0,2018-05-01
Italy,76388.0,2018-05-01
Argentina,98473.0,2018-05-01
Colombia,74942.0,2018-05-01
Spain,60988.0,2018-05-01
Netherlands,67700.0,2018-05-01
Ireland,44828.0,2018-05-01
Sweden,36970.0,2018-05-01
Venezuela,41071.0,2018-05-01
Taiwan,41933.0,2018-05-01
Switzerland,36898.0,2018-05-01
Dominican Republic,33896.0,2018-05-01
Ecuador,39736.0,2018-05-01
Israel,33089.0,2018-05-01
Chile,34493.0,2018-05-01
Denmark,23889.0,2018-05-01
Costa Rica,21613.0,2018-05-01
Philippines,35716.0,2018-05-01
New Zealand,28961.0,2018-05-01
Peru,28136.0,2018-05-01
Belgium,23640.0,2018-05-01
Jamaica,25201.0,2018-05-01
Norway,19753.0,2018-05-01
Bahamas,20742.0,2018-05-01
Guatemala,21242.0,2018-05-01
Russia,20928.0,2018-05-01
Honduras,18795.0,2018-05-01
El Salvador,19786.0,2018-05-01
Poland,19068.0,2018-05-01
Austria,17763.0,2018-05-01
Nigeria,16742.0,2018-05-01
Saudi Arabia,10549.0,2018-05-01
Panama,11910.0,2018-05-01
Trinidad And Tobago,14488.0,2018-05-01
Singapore,16660.0,2018-05-01
Turkey,14939.0,2018-05-01
Hong Kong,15141.0,2018-05-01
Portugal,12335.0,2018-05-01
Finland,10865.0,2018-05-01
South Africa,10558.0,2018-05-01
Haiti,12489.0,2018-05-01
Vietnam,12983.0,2018-05-01
United Kingdom,396757.0,2017-05-01
Japan,268323.0,2017-05-01
"China, PRC",271100.0,2017-05-01
South Korea,182857.0,2017-05-01
Brazil,142145.0,2017-05-01
Germany,185678.0,2017-05-01
France,135059.0,2017-05-01
India,180460.0,2017-05-01
Australia,122045.0,2017-05-01
Italy,70191.0,2017-05-01
Argentina,97262.0,2017-05-01
Colombia,65882.0,2017-05-01
Spain,55369.0,2017-05-01
Netherlands,61097.0,2017-05-01
Ireland,36347.0,2017-05-01
Sweden,37375.0,2017-05-01
Venezuela,38721.0,2017-05-01
Taiwan,44160.0,2017-05-01
Switzerland,37158.0,2017-05-01
Dominican Republic,30393.0,2017-05-01
Ecuador,36092.0,2017-05-01
Israel,31420.0,2017-05-01
Chile,29507.0,2017-05-01
Denmark,22698.0,2017-05-01
Costa Rica,17295.0,2017-05-01
Philippines,33570.0,2017-05-01
New Zealand,28130.0,2017-05-01
Peru,26800.0,2017-05-01
Belgium,22251.0,2017-05-01
Jamaica,22091.0,2017-05-01
Norway,17729.0,2017-05-01
Bahamas,19401.0,2017-05-01
Guatemala,19417.0,2017-05-01
Russia,24272.0,2017-05-01
Honduras,17223.0,2017-05-01
El Salvador,17459.0,2017-05-01
Poland,17656.0,2017-05-01
Austria,17352.0,2017-05-01
Nigeria,16440.0,2017-05-01
Saudi Arabia,11083.0,2017-05-01
Panama,10909.0,2017-05-01
Trinidad And Tobago,12978.0,2017-05-01
Singapore,16116.0,2017-05-01
Turkey,15526.0,2017-05-01
Hong Kong,15266.0,2017-05-01
Portugal,10035.0,2017-05-01
Finland,11056.0,2017-05-01
South Africa,10017.0,2017-05-01
Haiti,12055.0,2017-05-01
Vietnam,12921.0,2017-05-01
United Kingdom,413235.0,2016-05-01
Japan,260624.0,2016-05-01
"China, PRC",244428.0,2016-05-01
South Korea,154922.0,2016-05-01
Brazil,143782.0,2016-05-01
Germany,195811.0,2016-05-01
France,135989.0,2016-05-01
India,167630.0,2016-05-01
Australia,118403.0,2016-05-01
Italy,68578.0,2016-05-01
Argentina,89799.0,2016-05-01
Colombia,70292.0,2016-05-01
Spain,56413.0,2016-05-01
Netherlands,60086.0,2016-05-01
Ireland,33232.0,2016-05-01
Sweden,38212.0,2016-05-01
Venezuela,46094.0,2016-05-01
Taiwan,38515.0,2016-05-01
Switzerland,40343.0,2016-05-01
Dominican Republic,26191.0,2016-05-01
Ecuador,33032.0,2016-05-01
Israel,32624.0,2016-05-01
Chile,32153.0,2016-05-01
Denmark,22765.0,2016-05-01
Costa Rica,18700.0,2016-05-01
Philippines,33506.0,2016-05-01
New Zealand,25244.0,2016-05-01
Peru,27966.0,2016-05-01
Belgium,23025.0,2016-05-01
Jamaica,23638.0,2016-05-01
Norway,18814.0,2016-05-01
Bahamas,18413.0,2016-05-01
Guatemala,21164.0,2016-05-01
Russia,21047.0,2016-05-01
Honduras,16618.0,2016-05-01
El Salvador,18263.0,2016-05-01
Poland,16699.0,2016-05-01
Austria,17137.0,2016-05-01
Nigeria,16858.0,2016-05-01
Saudi Arabia,18991.0,2016-05-01
Panama,12092.0,2016-05-01
Trinidad And Tobago,13994.0,2016-05-01
Singapore,16128.0,2016-05-01
Turkey,18049.0,2016-05-01
Hong Kong,13231.0,2016-05-01
Portugal,8937.0,2016-05-01
Finland,11562.0,2016-05-01
South Africa,10372.0,2016-05-01
Haiti,13198.0,2016-05-01
Vietnam,11798.0,2016-05-01
United Kingdom,456290.0,2015-05-01
Japan,293158.0,2015-05-01
"China, PRC",225832.0,2015-05-01
South Korea,154737.0,2015-05-01
Brazil,189738.0,2015-05-01
Germany,244412.0,2015-05-01
France,170564.0,2015-05-01
India,162644.0,2015-05-01
Australia,143084.0,2015-05-01
Italy,81824.0,2015-05-01
Argentina,71262.0,2015-05-01
Colombia,66991.0,2015-05-01
Spain,59664.0,2015-05-01
Netherlands,79560.0,2015-05-01
Ireland,39122.0,2015-05-01
Sweden,46402.0,2015-05-01
Venezuela,50073.0,2015-05-01
Taiwan,39045.0,2015-05-01
Switzerland,49063.0,2015-05-01
Dominican Republic,23631.0,2015-05-01
Ecuador,30375.0,2015-05-01
Israel,29777.0,2015-05-01
Chile,30111.0,2015-05-01
Denmark,28692.0,2015-05-01
Costa Rica,14584.0,2015-05-01
Philippines,30337.0,2015-05-01
New Zealand,28909.0,2015-05-01
Peru,27092.0,2015-05-01
Belgium,29443.0,2015-05-01
Jamaica,20571.0,2015-05-01
Norway,23368.0,2015-05-01
Bahamas,16792.0,2015-05-01
Guatemala,18706.0,2015-05-01
Russia,21379.0,2015-05-01
Honduras,13624.0,2015-05-01
El Salvador,14995.0,2015-05-01
Poland,15829.0,2015-05-01
Austria,21084.0,2015-05-01
Nigeria,17133.0,2015-05-01
Saudi Arabia,21760.0,2015-05-01
Panama,14722.0,2015-05-01
Trinidad And Tobago,12739.0,2015-05-01
Singapore,20112.0,2015-05-01
Turkey,17293.0,2015-05-01
Hong Kong,13106.0,2015-05-01
Portugal,10239.0,2015-05-01
Finland,12708.0,2015-05-01
South Africa,10770.0,2015-05-01
Haiti,11541.0,2015-05-01
Vietnam,10678.0,2015-05-01
United Kingdom,371734.0,2014-05-01
Japan,260106.0,2014-05-01
"China, PRC",185562.0,2014-05-01
South Korea,119619.0,2014-05-01
Brazil,188938.0,2014-05-01
Germany,190672.0,2014-05-01
France,153617.0,2014-05-01
India,135119.0,2014-05-01
Australia,120312.0,2014-05-01
Italy,70298.0,2014-05-01
Argentina,63818.0,2014-05-01
Colombia,66964.0,2014-05-01
Spain,52231.0,2014-05-01
Netherlands,62402.0,2014-05-01
Ireland,33099.0,2014-05-01
Sweden,44439.0,2014-05-01
Venezuela,53855.0,2014-05-01
Taiwan,37113.0,2014-05-01
Switzerland,42884.0,2014-05-01
Dominican Republic,20947.0,2014-05-01
Ecuador,27612.0,2014-05-01
Israel,28181.0,2014-05-01
Chile,25701.0,2014-05-01
Denmark,24113.0,2014-05-01
Costa Rica,13913.0,2014-05-01
Philippines,26689.0,2014-05-01
New Zealand,24145.0,2014-05-01
Peru,25234.0,2014-05-01
Belgium,24338.0,2014-05-01
Jamaica,17270.0,2014-05-01
Norway,23085.0,2014-05-01
Bahamas,14894.0,2014-05-01
Guatemala,18546.0,2014-05-01
Russia,29240.0,2014-05-01
Honduras,12821.0,2014-05-01
El Salvador,11129.0,2014-05-01
Poland,14872.0,2014-05-01
Austria,18036.0,2014-05-01
Nigeria,15900.0,2014-05-01
Saudi Arabia,19846.0,2014-05-01
Panama,12649.0,2014-05-01
Trinidad And Tobago,12101.0,2014-05-01
Singapore,18124.0,2014-05-01
Turkey,15966.0,2014-05-01
Hong Kong,11767.0,2014-05-01
Portugal,8622.0,2014-05-01
Finland,10958.0,2014-05-01
South Africa,9779.0,2014-05-01
Haiti,9762.0,2014-05-01
Vietnam,8468.0,2014-05-01
United Kingdom,357072.0,2013-05-01
Japan,268612.0,2013-05-01
"China, PRC",150344.0,2013-05-01
South Korea,120355.0,2013-05-01
Brazil,183045.0,2013-05-01
Germany,200195.0,2013-05-01
France,140475.0,2013-05-01
India,124916.0,2013-05-01
Australia,121921.0,2013-05-01
Italy,61045.0,2013-05-01
Argentina,58966.0,2013-05-01
Colombia,57506.0,2013-05-01
Spain,46902.0,2013-05-01
Netherlands,58866.0,2013-05-01
Ireland,30223.0,2013-05-01
Sweden,36712.0,2013-05-01
Venezuela,52708.0,2013-05-01
Taiwan,33385.0,2013-05-01
Switzerland,40395.0,2013-05-01
Dominican Republic,19071.0,2013-05-01
Ecuador,21120.0,2013-05-01
Israel,27405.0,2013-05-01
Chile,22895.0,2013-05-01
Denmark,20373.0,2013-05-01
Costa Rica,13078.0,2013-05-01
Philippines,24967.0,2013-05-01
New Zealand,21462.0,2013-05-01
Peru,23219.0,2013-05-01
Belgium,22588.0,2013-05-01
Jamaica,14705.0,2013-05-01
Norway,22041.0,2013-05-01
Bahamas,16274.0,2013-05-01
Guatemala,15893.0,2013-05-01
Russia,25592.0,2013-05-01
Honduras,11046.0,2013-05-01
El Salvador,9741.0,2013-05-01
Poland,11989.0,2013-05-01
Austria,17262.0,2013-05-01
Nigeria,12993.0,2013-05-01
Saudi Arabia,16516.0,2013-05-01
Panama,12721.0,2013-05-01
Trinidad And Tobago,11364.0,2013-05-01
Singapore,17087.0,2013-05-01
Turkey,14146.0,2013-05-01
Hong Kong,11405.0,2013-05-01
Portugal,7927.0,2013-05-01
Finland,9277.0,2013-05-01
South Africa,9700.0,2013-05-01
Haiti,8812.0,2013-05-01
Vietnam,6844.0,2013-05-01
United Kingdom,334979.0,2012-05-01
Japan,261738.0,2012-05-01
"China, PRC",118026.0,2012-05-01
South Korea,104367.0,2012-05-01
Brazil,137733.0,2012-05-01
Germany,187733.0,2012-05-01
France,128377.0,2012-05-01
India,106374.0,2012-05-01
Australia,100747.0,2012-05-01
Italy,59750.0,2012-05-01
Argentina,55669.0,2012-05-01
Colombia,43134.0,2012-05-01
Spain,44010.0,2012-05-01
Netherlands,56503.0,2012-05-01
Ireland,26227.0,2012-05-01
Sweden,35211.0,2012-05-01
Venezuela,40794.0,2012-05-01
Taiwan,24339.0,2012-05-01
Switzerland,40516.0,2012-05-01
Dominican Republic,17062.0,2012-05-01
Ecuador,16730.0,2012-05-01
Israel,24448.0,2012-05-01
Chile,16888.0,2012-05-01
Denmark,19819.0,2012-05-01
Costa Rica,12643.0,2012-05-01
Philippines,22146.0,2012-05-01
New Zealand,16294.0,2012-05-01
Peru,20138.0,2012-05-01
Belgium,22073.0,2012-05-01
Jamaica,13956.0,2012-05-01
Norway,18270.0,2012-05-01
Bahamas,17517.0,2012-05-01
Guatemala,15299.0,2012-05-01
Russia,18774.0,2012-05-01
Honduras,10231.0,2012-05-01
El Salvador,9283.0,2012-05-01
Poland,9704.0,2012-05-01
Austria,16181.0,2012-05-01
Nigeria,9033.0,2012-05-01
Saudi Arabia,14532.0,2012-05-01
Panama,9591.0,2012-05-01
Trinidad And Tobago,11405.0,2012-05-01
Singapore,18318.0,2012-05-01
Turkey,12181.0,2012-05-01
Hong Kong,12706.0,2012-05-01
Portugal,7738.0,2012-05-01
Finland,9300.0,2012-05-01
South Africa,8599.0,2012-05-01
Haiti,8093.0,2012-05-01
Vietnam,5602.0,2012-05-01
United Kingdom,350482.0,2011-05-01
Japan,212435.0,2011-05-01
"China, PRC",88889.0,2011-05-01
South Korea,100492.0,2011-05-01
Brazil,112210.0,2011-05-01
Germany,166945.0,2011-05-01
France,127137.0,2011-05-01
India,90646.0,2011-05-01
Australia,102046.0,2011-05-01
Italy,64833.0,2011-05-01
Argentina,48124.0,2011-05-01
Colombia,35039.0,2011-05-01
Spain,47498.0,2011-05-01
Netherlands,56674.0,2011-05-01
Ireland,27060.0,2011-05-01
Sweden,35836.0,2011-05-01
Venezuela,34569.0,2011-05-01
Taiwan,25224.0,2011-05-01
Switzerland,36758.0,2011-05-01
Dominican Republic,16224.0,2011-05-01
Ecuador,17476.0,2011-05-01
Israel,21540.0,2011-05-01
Chile,16678.0,2011-05-01
Denmark,19541.0,2011-05-01
Costa Rica,11811.0,2011-05-01
Philippines,21297.0,2011-05-01
New Zealand,18472.0,2011-05-01
Peru,18089.0,2011-05-01
Belgium,21574.0,2011-05-01
Jamaica,12438.0,2011-05-01
Norway,18276.0,2011-05-01
Bahamas,15605.0,2011-05-01
Guatemala,14431.0,2011-05-01
Russia,16963.0,2011-05-01
Honduras,8254.0,2011-05-01
El Salvador,8506.0,2011-05-01
Poland,9696.0,2011-05-01
Austria,15767.0,2011-05-01
Nigeria,8442.0,2011-05-01
Saudi Arabia,9880.0,2011-05-01
Panama,8441.0,2011-05-01
Trinidad And Tobago,9812.0,2011-05-01
Singapore,17619.0,2011-05-01
Turkey,11086.0,2011-05-01
Hong Kong,12348.0,2011-05-01
Portugal,8047.0,2011-05-01
Finland,9320.0,2011-05-01
South Africa,7649.0,2011-05-01
Haiti,6924.0,2011-05-01
Vietnam,4353.0,2011-05-01
United Kingdom,380661.0,2019-06-01
Japan,283111.0,2019-06-01
"China, PRC",249772.0,2019-06-01
South Korea,198870.0,2019-06-01
Germany,166960.0,2019-06-01
Brazil,162003.0,2019-06-01
France,128301.0,2019-06-01
India,172882.0,2019-06-01
Australia,125834.0,2019-06-01
Italy,88381.0,2019-06-01
Spain,74272.0,2019-06-01
Colombia,106267.0,2019-06-01
Argentina,70299.0,2019-06-01
Netherlands,49650.0,2019-06-01
Taiwan,53750.0,2019-06-01
Ireland,50420.0,2019-06-01
Switzerland,34588.0,2019-06-01
Israel,37810.0,2019-06-01
Ecuador,29305.0,2019-06-01
Dominican Republic,49418.0,2019-06-01
Sweden,43329.0,2019-06-01
Chile,30153.0,2019-06-01
Venezuela,29773.0,2019-06-01
Denmark,24169.0,2019-06-01
Peru,22480.0,2019-06-01
Philippines,35234.0,2019-06-01
New Zealand,29536.0,2019-06-01
Costa Rica,23834.0,2019-06-01
Belgium,24055.0,2019-06-01
Jamaica,27456.0,2019-06-01
Bahamas,22077.0,2019-06-01
Norway,30541.0,2019-06-01
Russia,22906.0,2019-06-01
Guatemala,26615.0,2019-06-01
Poland,24780.0,2019-06-01
El Salvador,22172.0,2019-06-01
Austria,14233.0,2019-06-01
Honduras,21017.0,2019-06-01
Panama,14178.0,2019-06-01
Trinidad And Tobago,16503.0,2019-06-01
Singapore,19901.0,2019-06-01
Turkey,18637.0,2019-06-01
Saudi Arabia,24171.0,2019-06-01
Hong Kong,16653.0,2019-06-01
Portugal,12452.0,2019-06-01
Nigeria,11980.0,2019-06-01
Finland,14072.0,2019-06-01
Vietnam,15344.0,2019-06-01
Czech Republic,12436.0,2019-06-01
United Arab Emirates,11787.0,2019-06-01
United Kingdom,370369.0,2018-06-01
Japan,267420.0,2018-06-01
"China, PRC",258787.0,2018-06-01
South Korea,202116.0,2018-06-01
Brazil,172162.0,2018-06-01
Germany,160290.0,2018-06-01
France,125157.0,2018-06-01
India,166486.0,2018-06-01
Australia,135367.0,2018-06-01
Italy,91564.0,2018-06-01
Argentina,77586.0,2018-06-01
Colombia,107781.0,2018-06-01
Spain,69581.0,2018-06-01
Netherlands,51233.0,2018-06-01
Ireland,55286.0,2018-06-01
Sweden,52313.0,2018-06-01
Venezuela,39214.0,2018-06-01
Taiwan,52575.0,2018-06-01
Switzerland,33585.0,2018-06-01
Dominican Republic,46237.0,2018-06-01
Ecuador,28774.0,2018-06-01
Israel,40040.0,2018-06-01
Chile,29355.0,2018-06-01
Denmark,25343.0,2018-06-01
Costa Rica,21344.0,2018-06-01
Philippines,33850.0,2018-06-01
New Zealand,30191.0,2018-06-01
Peru,21602.0,2018-06-01
Belgium,23981.0,2018-06-01
Jamaica,27563.0,2018-06-01
Norway,33111.0,2018-06-01
Bahamas,19072.0,2018-06-01
Guatemala,25698.0,2018-06-01
Russia,22280.0,2018-06-01
Honduras,20590.0,2018-06-01
El Salvador,20171.0,2018-06-01
Poland,23054.0,2018-06-01
Austria,13672.0,2018-06-01
Nigeria,14661.0,2018-06-01
Saudi Arabia,23179.0,2018-06-01
Panama,11996.0,2018-06-01
Trinidad And Tobago,13535.0,2018-06-01
Singapore,17393.0,2018-06-01
Turkey,18561.0,2018-06-01
Hong Kong,16502.0,2018-06-01
Portugal,12163.0,2018-06-01
Finland,14470.0,2018-06-01
South Africa,15558.0,2018-06-01
Haiti,12697.0,2018-06-01
Vietnam,14924.0,2018-06-01
United Kingdom,346934.0,2017-06-01
Japan,283362.0,2017-06-01
"China, PRC",264065.0,2017-06-01
South Korea,198157.0,2017-06-01
Brazil,150322.0,2017-06-01
Germany,176311.0,2017-06-01
France,122250.0,2017-06-01
India,155577.0,2017-06-01
Australia,126623.0,2017-06-01
Italy,87562.0,2017-06-01
Argentina,78373.0,2017-06-01
Colombia,103904.0,2017-06-01
Spain,70647.0,2017-06-01
Netherlands,48677.0,2017-06-01
Ireland,49420.0,2017-06-01
Sweden,53046.0,2017-06-01
Venezuela,40439.0,2017-06-01
Taiwan,49464.0,2017-06-01
Switzerland,33444.0,2017-06-01
Dominican Republic,41730.0,2017-06-01
Ecuador,26984.0,2017-06-01
Israel,40139.0,2017-06-01
Chile,26670.0,2017-06-01
Denmark,31551.0,2017-06-01
Costa Rica,17682.0,2017-06-01
Philippines,32673.0,2017-06-01
New Zealand,29133.0,2017-06-01
Peru,21680.0,2017-06-01
Belgium,21925.0,2017-06-01
Jamaica,26760.0,2017-06-01
Norway,35066.0,2017-06-01
Bahamas,22372.0,2017-06-01
Guatemala,25671.0,2017-06-01
Russia,28668.0,2017-06-01
Honduras,21108.0,2017-06-01
El Salvador,17940.0,2017-06-01
Poland,22388.0,2017-06-01
Austria,13664.0,2017-06-01
Nigeria,15008.0,2017-06-01
Saudi Arabia,15189.0,2017-06-01
Panama,12603.0,2017-06-01
Trinidad And Tobago,14652.0,2017-06-01
Singapore,15454.0,2017-06-01
Turkey,22268.0,2017-06-01
Hong Kong,16872.0,2017-06-01
Portugal,10740.0,2017-06-01
Finland,14286.0,2017-06-01
South Africa,12482.0,2017-06-01
Haiti,13146.0,2017-06-01
Vietnam,14853.0,2017-06-01
United Kingdom,366890.0,2016-06-01
Japan,276924.0,2016-06-01
"China, PRC",252119.0,2016-06-01
South Korea,172488.0,2016-06-01
Brazil,129059.0,2016-06-01
Germany,152699.0,2016-06-01
France,124610.0,2016-06-01
India,144313.0,2016-06-01
Australia,129911.0,2016-06-01
Italy,89800.0,2016-06-01
Argentina,75614.0,2016-06-01
Colombia,100903.0,2016-06-01
Spain,74242.0,2016-06-01
Netherlands,47733.0,2016-06-01
Ireland,48535.0,2016-06-01
Sweden,59877.0,2016-06-01
Venezuela,47361.0,2016-06-01
Taiwan,52501.0,2016-06-01
Switzerland,35545.0,2016-06-01
Dominican Republic,36270.0,2016-06-01
Ecuador,24766.0,2016-06-01
Israel,40055.0,2016-06-01
Chile,30107.0,2016-06-01
Denmark,29161.0,2016-06-01
Costa Rica,20812.0,2016-06-01
Philippines,27511.0,2016-06-01
New Zealand,27817.0,2016-06-01
Peru,22313.0,2016-06-01
